run_id,target_id,detection_id,class_name,class_id,confidence,weed_bbox_area_px2,weed_mask_area_px2,x_target_mm,y_target_mm,z_target_mm,cell_id,cell_row,cell_col,cell_center_x_mm,cell_center_y_mm,distance_from_cell_center_mm,radius_from_survey_mm,angle_from_survey_deg,ring_index,axis_label,quadrant_label,was_selected_by_trial_filter,selection_reason,x_commanded_mm,y_commanded_mm,x_final_mm,y_final_mm,position_error_mm,travel_distance_mm,travel_time_s,reid_time_s,fine_align_time_s,pd_time_s,fire_time_s,per_target_total_time_s,per_target_treatment_time_s,pd_iterations,pd_converged,fired,fine_align_reid_yolo_time_s,fine_align_reid_total_time_s,fine_align_pd_lk_time_s,final_snap_time_s,fine_align_snap_used,fine_align_snap_move_px,reid_ok,reid_error,reid_filter_mode,reid_left_count,reid_right_count,reid_match_count,reid_expected_cls,reid_point_mode,reid_burst_count,reid_chosen,reid_chosen_pd_err_px,reid_chosen_tri_dist_mm,reid_chosen_geo_score,reid_reject_crop,reid_reject_duplicate,reid_reject_pd,reid_reject_epipolar,reid_reject_max_tri_dist,reid_timing_total_s,reid_timing_yolo_s,reid_timing_match_s,hit_success,false_positive,missed,status,notes
20260506_110757,10,10,,1,0.9282470703125,2459.404,,263.9899936403125,222.36094390021555,,r2_c4,2,4,270.0,210.0,13.745,96.596,48.513,1,diagonal,upper_right,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,11,11,,1,0.8682861328125,2701.981,,309.1359492374604,301.1974589305679,,r3_c5,3,5,330.0,294.0,22.071,186.471,54.178,2,diagonal,upper_right,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,12,12,,1,0.9005126953125,3086.052,,310.708680977979,222.0916362157993,,r2_c5,2,5,330.0,210.0,22.768,132.112,33.072,2,off_axis,upper_right,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,13,13,,1,0.9157470703125,2665.16,,319.36495480024456,62.53281584001627,,r0_c5,0,5,330.0,42.0,23.124,147.981,-36.233,2,off_axis,lower_right,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,14,14,,1,0.9240478515625,2481.932,,352.19700579513164,298.0699021248379,,r3_c5,3,5,330.0,294.0,22.567,212.341,44.213,2,diagonal,upper_right,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110757,15,15,,1,0.9001220703125,2369.537,,365.497055894585,150.83413035167416,,r1_c6,1,6,390.0,126.0,34.887,165.499,0.289,3,horizontal,center_axis,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110814,1,1,,1,0.91484375,1957.04,,18.66243633087895,117.05123064116229,,r1_c0,1,0,30.0,126.0,14.444,184.307,-169.702,3,horizontal,center_axis,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110814,2,2,,1,0.956201171875,2262.763,,27.72963928347304,205.98800861664438,,r2_c0,2,0,30.0,210.0,4.61,181.14,161.996,3,off_axis,upper_left,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110814,3,3,,1,0.87158203125,2366.055,,90.652721695568,279.56858476325044,,r3_c1,3,1,90.0,294.0,14.446,169.543,130.162,2,diagonal,upper_left,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110814,4,4,,1,0.9523681640625,1917.747,,89.33071478616897,46.38411434558892,,r0_c1,0,1,90.0,42.0,4.435,151.605,-136.885,2,off_axis,lower_left,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110814,5,5,,1,0.92568359375,2218.114,,143.65155817014977,135.76356217522317,,r1_c2,1,2,150.0,126.0,11.646,58.119,-165.821,1,horizontal,center_axis,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
20260506_110814,6,6,,1,0.9216552734375,1516.997,,145.20652128374678,210.7171350004626,,r2_c2,2,2,150.0,210.0,4.847,81.786,132.064,1,diagonal,upper_left,True,inside_selected_cell,145.20652128374678,210.7171350004626,140.438,212.312,,55.83,0.834,1.243313,1.220404,2.489,2.007,5.332,5.305,,True,True,0.223943,1.243313,1.220404,0.0,False,,True,,geometry,4,4,1,1,box_center,10,True,11.101801655587257,7.110118821439934,0.5,1,0,0,0,0,1.243313,0.223943,0.000701,,,,locked_fired,
20260506_110814,7,7,,1,0.9071533203125,2452.881,,199.9387776802518,294.1202101912249,,r3_c3,3,3,210.0,294.0,10.062,144.12,90.024,2,vertical,center_axis,False,outside_selected_cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rejected_by_trial_filter,
